"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-04","78","86","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-05","79","84","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-06","78","85","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-07","77","83","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-08","78","82","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-09","79","84","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-10","79","85","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-11","79","85","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-12","78","86","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-13","76","82","68",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-14","76","83","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-15","78","86","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-16","79","84","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-17","78","83","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-18","77","83","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-19","76","83","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-20","77","84","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-21","77","84","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-22","78","85","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-23","77","84","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-24","76","82","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-25","76","83","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-26","77","82","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-27","76","82","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-28","76","83","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-29","75","85","68",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-30","75","82","68",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2015-12-31","75","81","68",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-01","73","84","63",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-02","74","81","66",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-03","72","80","63",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-04","71","81","63",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-05","74","82","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-06","76","81","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-07","75","84","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-08","74","80","66",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-09","78","84","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-10","74","81","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-11","73","80","66",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-12","74","81","66",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-13","73","80","65",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-14","73","81","65",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-15","74","81","68",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-16","73","80","65",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-17","74","80","66",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-18","74","84","66",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-19","72","80","63",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-20","74","79","66",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-21","73","81","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-22","73","83","65",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-23","75","82","68",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-24","75","81","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-25","76","82","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-26","75","81","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-27","76","81","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-28","75","83","68",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-29","76","81","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-30","75","84","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-01-31","76","85","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-01","76","83","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-02","75","84","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-03","77","85","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-04","76","83","68",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-05","76","82","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-06","76","79","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-07","73","79","64",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-08","69","80","59",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-09","70","79","61",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-10","71","79","63",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-11","73","86","65",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-12","77","84","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-13","76","87","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-14","78","86","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-15","78","84","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-16","77","82","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-17","74","80","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-18","75","81","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-19","74","81","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-20","73","79","65",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-21","75","82","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-22","73","81","65",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-23","72","79","66",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-24","73","80","66",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-25","73","83","63",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-26","75","82","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-27","75","82","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-28","75","81","66",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-02-29","76","82","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-01","76","84","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-02","73","79","66",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-03","72","80","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-04","73","80","65",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-05","73","81","64",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-06","74","82","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-07","76","82","68",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-08","77","84","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-09","71","78","65",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-10","72","80","68",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-11","74","81","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-12","76","83","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-13","76","83","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-14","76","81","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-15","74","84","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-16","76","81","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-17","71","78","66",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-18","71","79","65",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-19","72","81","66",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-20","75","84","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-21","75","81","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-22","76","81","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-23","75","82","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-24","75","81","68",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-25","75","78","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-26","72","81","65",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-27","74","81","65",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-28","74","83","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-29","77","83","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-30","73","82","66",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-03-31","74","82","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-01","75","84","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-02","77","86","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-03","78","87","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-04","78","83","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-05","78","84","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-06","74","80","67",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-07","74","83","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-08","77","86","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-09","78","85","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-10","78","86","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-11","77","84","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-12","78","86","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-13","78","85","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-14","78","86","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-15","78","86","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-16","78","85","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-17","75","77","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-18","73","82","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-19","75","84","68",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-20","76","83","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-21","76","84","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-22","77","84","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-23","77","82","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-24","77","84","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-25","78","86","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-26","79","86","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-27","79","87","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-28","79","87","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-29","79","86","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-04-30","78","86","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-01","78","85","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-02","79","87","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-03","78","84","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-04","78","85","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-05","76","83","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-06","78","85","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-07","78","84","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-08","76","84","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-09","76","84","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-10","77","85","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-11","77","84","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-12","76","84","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-13","76","84","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-14","77","84","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-15","78","87","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-16","80","87","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-17","80","87","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-18","79","87","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-19","80","87","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-20","80","87","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-21","79","86","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-22","80","86","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-23","80","87","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-24","79","88","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-25","79","85","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-26","76","81","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-27","77","83","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-28","78","83","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-29","76","82","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-30","76","82","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-05-31","75","81","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-01","76","82","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-02","76","84","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-03","76","82","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-04","75","81","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-05","76","85","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-06","77","84","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-07","77","83","70",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-08","77","84","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-09","76","83","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-10","76","84","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-11","78","85","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-12","78","86","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-13","79","85","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-14","80","85","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-15","79","84","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-16","78","85","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-17","78","84","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-18","78","86","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-19","79","86","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-20","79","86","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-21","79","88","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-22","80","87","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-23","80","86","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-24","80","85","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-25","79","86","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-26","79","85","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-27","80","88","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-28","79","88","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-29","81","89","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-06-30","83","89","78",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-01","82","88","77",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-02","82","88","78",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-03","80","86","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-04","80","87","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-05","80","85","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-06","80","89","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-07","81","87","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-08","80","86","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-09","80","87","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-10","80","88","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-11","80","89","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-12","82","89","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-13","81","88","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-14","81","91","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-15","82","88","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-16","80","88","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-17","80","88","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-18","79","85","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-19","79","85","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-20","82","90","78",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-21","81","88","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-22","81","87","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-23","80","86","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-24","79","81","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-25","77","82","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-26","76","83","69",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-27","78","86","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-28","82","89","78",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-29","81","88","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-30","80","89","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-07-31","80","85","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-01","79","87","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-02","81","87","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-03","81","89","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-04","81","87","77",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-05","80","86","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-06","80","85","77",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-07","79","83","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-08","80","87","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-09","79","85","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-10","79","85","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-11","79","86","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-12","81","91","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-13","82","87","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-14","81","88","77",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-15","81","89","77",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-16","81","89","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-17","81","89","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-18","82","87","77",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-19","81","88","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-20","81","89","77",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-21","80","87","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-22","80","86","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-23","81","85","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-24","80","86","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-25","82","88","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-26","81","88","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-27","80","87","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-28","80","86","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-29","81","88","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-30","80","87","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-08-31","81","88","77",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-01","83","90","78",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-02","82","88","77",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-03","81","88","77",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-04","81","89","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-05","81","88","77",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-06","80","88","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-07","80","87","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-08","81","88","75",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-09","81","87","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-10","79","86","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-11","79","89","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-12","80","86","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-13","79","85","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-14","76","83","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-15","79","87","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-16","81","87","78",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-17","81","86","78",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-18","80","86","77",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-19","79","84","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-20","78","85","73",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-21","78","85","71",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-22","78","86","72",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-23","80","88","74",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-24","81","88","76",
"USW00022521","HONOLULU INTERNATIONAL AIRPORT, HI US","2016-09-25","80","86","74",
